spot,rate,time_to_expiry,forward,strike,log_moneyness,implied_volatility,total_variance,call_price,put_price
100.0,0.03,0.0821917808219178,100.24687958947796,67.19749294134806,-0.4,0.27922023177362737,0.006407994890278207,32.96799575246257,3.560265054984403e-07
100.0,0.03,0.0821917808219178,100.24687958947796,70.64278207817111,-0.35000000000000003,0.2684702317736274,0.005924076603993304,29.531194579695807,3.551567142547383e-06
100.0,0.03,0.0821917808219178,100.24687958947796,74.26471496637149,-0.30000000000000004,0.2586202317736274,0.005497349941039295,25.918215031362877,3.7099534661888187e-05
100.0,0.03,0.0821917808219178,100.24687958947796,78.07234832475027,-0.25,0.2496702317736274,0.0051234431205942595,22.12030178811098,0.00038009525146504367
100.0,0.03,0.0821917808219178,100.24687958947796,82.07520322001105,-0.2,0.24162023177362743,0.004798383813891077,18.130470320620788,0.003545628418954422
100.0,0.03,0.0821917808219178,100.24687958947796,86.283288874386,-0.15000000000000002,0.2344702317736274,0.004518599144217416,13.957045773308181,0.027843415813954886
100.0,0.03,0.0821917808219178,100.24687958947796,90.70712769390498,-0.09999999999999998,0.2282202317736274,0.004280915686915744,9.68710987394742,0.17085167754338215
100.0,0.03,0.0821917808219178,100.24687958947796,95.3577815798915,-0.04999999999999999,0.22287023177362741,0.004082559469383321,5.649260607472883,0.7722030575442851
100.0,0.03,0.0821917808219178,100.24687958947796,100.24687958947796,0.0,0.2184202317736274,0.003921155971072201,2.497733930264552,2.4977339302645376
100.0,0.03,0.0821917808219178,100.24687958947796,105.38664701430577,0.04999999999999999,0.2148702317736274,0.003794730123489235,0.743538214293487,5.870647851895882
100.0,0.03,0.0821917808219178,100.24687958947796,110.78993595012224,0.09999999999999998,0.2122202317736274,0.0037017063101960654,0.13398542879285014,10.651077236357594
100.0,0.03,0.0821917808219178,100.24687958947796,116.4702574337145,0.15000000000000002,0.2104702317736274,0.0036409083668091317,0.013609924570807341,16.19703419739909
100.0,0.03,0.0821917808219178,100.24687958947796,122.44181522753881,0.20000000000000007,0.2096202317736274,0.0036115595809996658,0.000759441475985001,22.141035257492973
100.0,0.03,0.0821917808219178,100.24687958947796,128.71954133652528,0.25,0.20967023177362742,0.0036132826924936967,2.3766015231783434e-05,28.402565434789366
100.0,0.03,0.0821917808219178,100.24687958947796,135.3191333458679,0.30000000000000004,0.2106202317736274,0.0036460998930720433,4.441704271659688e-07,34.98588120177074
100.0,0.03,0.0821917808219178,100.24687958947796,142.2570936731639,0.35,0.2124702317736274,0.003710432826570324,5.465910844592535e-09,41.90675486479161
100.0,0.03,0.0821917808219178,100.24687958947796,149.55077083305378,0.4,0.21522023177362742,0.003807102588878951,5.0073142773917864e-11,49.18246976417707
100.0,0.03,0.2465753424657534,100.74246875910444,67.52969629634684,-0.4,0.2763919986926308,0.018836515958130552,32.97377385512313,0.0057784586870620325
100.0,0.03,0.2465753424657534,100.74246875910444,70.99201786340048,-0.35000000000000003,0.26564199869263083,0.017399754608897016,29.544826026823642,0.013634998695005729
100.0,0.03,0.2465753424657534,100.74246875910444,74.6318564532033,-0.30000000000000004,0.2557919986926308,0.016133312859083218,25.951462722899123,0.03328479107092319
100.0,0.03,0.2465753424657534,100.74246875910444,78.45831355813708,-0.25,0.24684199869263082,0.01502407536622342,22.202342957887666,0.08242126502816993
100.0,0.03,0.2465753424657534,100.74246875910444,82.48095731407663,-0.2,0.23879199869263082,0.014060125144016234,18.32932437472867,0.20239968252685347
100.0,0.03,0.2465753424657534,100.74246875910444,86.7098464257134,-0.15000000000000002,0.23164199869263083,0.013230743562324686,14.410313295845157,0.4811109383509482
100.0,0.03,0.2465753424657534,100.74246875910444,91.15555531855638,-0.09999999999999998,0.22539199869263082,0.012526410347176166,10.597271296206415,1.081013099802373
100.0,0.03,0.2465753424657534,100.74246875910444,95.82920058050408,-0.04999999999999999,0.22004199869263083,0.011938803580762459,7.1260420418128305,2.2489844918842437
100.0,0.03,0.2465753424657534,100.74246875910444,100.74246875910444,0.0,0.21559199869263082,0.011460799701439723,4.268842941326021,4.268842941326021
100.0,0.03,0.2465753424657534,100.74246875910444,105.90764558401108,0.04999999999999999,0.21204199869263082,0.011086473503728517,2.2187390787419297,7.345848716344349
100.0,0.03,0.2465753424657534,100.74246875910444,111.3376466877067,0.09999999999999998,0.2093919986926308,0.010811098138313761,0.9781528160978823,11.495244623662643
100.0,0.03,0.2465753424657534,100.74246875910444,117.04604990131182,0.15000000000000002,0.2076419986926308,0.010631145112044778,0.3604359146520588,16.543860187480362
100.0,0.03,0.2465753424657534,100.74246875910444,123.04712920623491,0.20000000000000007,0.20679199869263082,0.010544284287935267,0.11061415368416938,22.250889969701177
100.0,0.03,0.2465753424657534,100.74246875910444,129.35589042656085,0.25,0.20684199869263084,0.010549383885163304,0.028530900835300077,28.431072569609455
100.0,0.03,0.2465753424657534,100.74246875910444,135.98810875142746,0.30000000000000004,0.20779199869263082,0.010646510479071359,0.006320907984919105,34.99220166558521
100.0,0.03,0.2465753424657534,100.74246875910444,142.96036818121513,0.35,0.2096419986926308,0.010836929001166277,0.0012428270110081477,41.907997686336714
100.0,0.03,0.2465753424657534,100.74246875910444,150.2901029961861,0.4,0.2123919986926308,0.011123102739119298,0.00022593511706740094,49.18269569924411
100.0,0.03,0.4931506849315068,101.49045011679134,68.03108319446532,-0.4,0.27278223117838496,0.0366954142915025,33.072439876204015,0.10444447976793891
100.0,0.03,0.4931506849315068,101.49045011679134,71.51911141749406,-0.35000000000000003,0.2620322311783849,0.03386016501846044,29.700480343179635,0.1692893150509862
100.0,0.03,0.4931506849315068,101.49045011679134,75.18597467170801,-0.30000000000000004,0.25218223117838495,0.03136235065747811,26.200193765908082,0.2820158340798562
100.0,0.03,0.4931506849315068,101.49045011679134,79.04084202522645,-0.25,0.24323223117838494,0.029175740523623976,22.598383214414525,0.47846152155501454
100.0,0.03,0.4931506849315068,101.49045011679134,83.09335265434392,-0.2,0.23518223117838497,0.02727650064429533,18.944728855209803,0.8178041630079793
100.0,0.03,0.4931506849315068,101.49045011679134,87.35363994649174,-0.15000000000000002,0.22803223117838495,0.02564319375921817,15.320726896994444,1.3915245395002298
100.0,0.03,0.4931506849315068,101.49045011679134,91.83235683898484,-0.09999999999999998,0.22178223117838494,0.024256779320447296,11.844653204178144,2.3283950077741054
100.0,0.03,0.4931506849315068,101.49045011679134,96.54070245691385,-0.04999999999999999,0.21643223117838495,0.02310061349236629,8.664706160692113,3.7876486107635117
100.0,0.03,0.4931506849315068,101.49045011679134,101.49045011679134,0.0,0.21198223117838494,0.022160449151687456,5.933329765691418,5.933329765691411
100.0,0.03,0.4931506849315068,101.49045011679134,106.6939767659754,0.04999999999999999,0.20843223117838494,0.021424435887451906,3.7652062720799293,8.892315909682324
100.0,0.03,0.4931506849315068,101.49045011679134,112.16429393148499,0.09999999999999998,0.20578223117838493,0.020883120001029494,2.1969612939538052,12.714053101518559
100.0,0.03,0.4931506849315068,101.49045011679134,117.91508025559484,0.15000000000000002,0.20403223117838493,0.02052944450611886,1.1739258396702485,17.357350112498537
100.0,0.03,0.4931506849315068,101.49045011679134,123.96071569956607,0.20000000000000007,0.20318223117838494,0.020358749128747394,0.5750251784214289,22.715300994438422
